site_id,site_number,name,habitat_type,plant_id,treatment_id,cage,water,month,month_number,taxon_id,taxon_name,order,suborder,super_family,family,subfamily,genus,guild,comment,dry_mass,indiv_count
CS,6,Community Services Building,Remnant,46,R,1,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
CS,6,Community Services Building,Remnant,47,Y,1,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
CS,6,Community Services Building,Remnant,48,B,1,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
CS,6,Community Services Building,Remnant,49,B,1,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
CS,6,Community Services Building,Remnant,50,R,1,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
CS,6,Community Services Building,Remnant,51,B,1,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
CS,6,Community Services Building,Remnant,52,P,0,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
CS,6,Community Services Building,Remnant,53,O,0,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
CS,6,Community Services Building,Remnant,54,P,0,HIGH,December,1,6,Anthocoridae,Hemiptera,Heteroptera,na,Anthocoridae,na,Orius,p,na,3.54123,1
CS,6,Community Services Building,Remnant,55,B,1,MEDIUM,December,1,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,1
CS,6,Community Services Building,Remnant,56,O,0,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
CS,6,Community Services Building,Remnant,57,Y,1,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
CS,6,Community Services Building,Remnant,58,O,0,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
CS,6,Community Services Building,Remnant,59,G,0,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
CS,6,Community Services Building,Remnant,60,G,0,MEDIUM,December,1,181,Rhopalidae #2,Hemiptera,Heteroptera,na,Rhopalidae,na,Liorhyssus,h,na,108.56303,1
DB,4,Desert Botanical Garden,Remnant,1,G,0,MEDIUM,December,1,1,Acari,Acari,na,na,na,na,na,omni,na,109.56654,1
DB,4,Desert Botanical Garden,Remnant,1,G,0,MEDIUM,December,1,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,h,na,7.63888,1
DB,4,Desert Botanical Garden,Remnant,1,G,0,MEDIUM,December,1,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,1
DB,4,Desert Botanical Garden,Remnant,1,G,0,MEDIUM,December,1,219,Thripidae,Thysanoptera,Terebrantia,na,Thripidae,na,na,h,na,1.11161,1
DB,4,Desert Botanical Garden,Remnant,1,G,0,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,2,B,1,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,3,B,1,MEDIUM,December,1,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,na,Rhinacloa,h,na,6.24103,1
DB,4,Desert Botanical Garden,Remnant,3,B,1,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,4,R,1,LOW,December,1,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,1
DB,4,Desert Botanical Garden,Remnant,5,Y,1,HIGH,December,1,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,1
DB,4,Desert Botanical Garden,Remnant,6,R,1,LOW,December,1,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,1
DB,4,Desert Botanical Garden,Remnant,7,O,0,LOW,December,1,214,Thomisidae #1,Araneae,na,Thomisoidea,Thomisidae,na,Misumenops,p,na,30.06868,1
DB,4,Desert Botanical Garden,Remnant,7,O,0,LOW,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,27
DB,4,Desert Botanical Garden,Remnant,8,R,1,LOW,December,1,13,Araneidae,Araneae,Araneomorphae,Araneoidea,Araneidae,na,na,p,na,3.80838,1
DB,4,Desert Botanical Garden,Remnant,9,G,0,MEDIUM,December,1,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,h,na,8.44514,1
DB,4,Desert Botanical Garden,Remnant,9,G,0,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,10,Y,1,HIGH,December,1,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,na,Rhinacloa,h,na,6.24103,1
DB,4,Desert Botanical Garden,Remnant,10,Y,1,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,11,Y,1,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,3
DB,4,Desert Botanical Garden,Remnant,12,G,0,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,13,R,1,LOW,December,1,218,Thyreocoridae #1,Hemiptera,Heteroptera,na,Thyreocoridae,na,Corimelaena,h,na,25.63791,1
DB,4,Desert Botanical Garden,Remnant,14,P,0,HIGH,December,1,84,Dictynidae,Araneae,Araneomorphae,Dictynoidea,Dictynidae,na,Dictyna,p,na,20.41618,1
DB,4,Desert Botanical Garden,Remnant,14,P,0,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,44
DB,4,Desert Botanical Garden,Remnant,15,B,1,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,16,R,1,LOW,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,17,R,1,LOW,December,1,13,Araneidae,Araneae,Araneomorphae,Araneoidea,Araneidae,na,na,p,na,3.80838,1
DB,4,Desert Botanical Garden,Remnant,17,R,1,LOW,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,8
DB,4,Desert Botanical Garden,Remnant,18,P,0,HIGH,December,1,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,2
DB,4,Desert Botanical Garden,Remnant,19,B,1,MEDIUM,December,1,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,1
DB,4,Desert Botanical Garden,Remnant,19,B,1,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,3
DB,4,Desert Botanical Garden,Remnant,20,O,0,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,21,G,0,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,4
DB,4,Desert Botanical Garden,Remnant,22,P,0,HIGH,December,1,25,Ceratopogonidae,Diptera,Nematocera,Chironomoidea,Ceratopogonidae,na,na,para,na,2.1231,1
DB,4,Desert Botanical Garden,Remnant,22,P,0,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,23,G,0,MEDIUM,December,1,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,1
DB,4,Desert Botanical Garden,Remnant,24,Y,1,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,25,Y,1,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,26,B,1,MEDIUM,December,1,35,Chrysomelidae #1,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,na,Microrhopala,h,na,8.30945,1
DB,4,Desert Botanical Garden,Remnant,26,B,1,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,3
DB,4,Desert Botanical Garden,Remnant,27,R,1,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,28,O,0,LOW,December,1,13,Araneidae,Araneae,Araneomorphae,Araneoidea,Araneidae,na,na,p,na,3.80838,1
DB,4,Desert Botanical Garden,Remnant,28,O,0,LOW,December,1,84,Dictynidae,Araneae,Araneomorphae,Dictynoidea,Dictynidae,na,Dictyna,p,na,20.41618,1
DB,4,Desert Botanical Garden,Remnant,29,O,0,LOW,December,1,44,Cicadellidae I,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,na,h,immature,5.11867,1
DB,4,Desert Botanical Garden,Remnant,30,P,0,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,4
DB,4,Desert Botanical Garden,Remnant,31,B,1,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,32,P,0,HIGH,December,1,91,Eulophidae,Hymenoptera,Apocrita,Chalcidoidea,Eulophidae,na,na,para,na,2.53681,1
DB,4,Desert Botanical Garden,Remnant,33,B,1,MEDIUM,December,1,13,Araneidae,Araneae,Araneomorphae,Araneoidea,Araneidae,na,na,p,na,3.80838,1
DB,4,Desert Botanical Garden,Remnant,33,B,1,MEDIUM,December,1,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,2
DB,4,Desert Botanical Garden,Remnant,34,O,0,LOW,December,1,229,Delphacidae I,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,na,na,h,immature,3.87541,1
DB,4,Desert Botanical Garden,Remnant,35,O,0,LOW,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,4
DB,4,Desert Botanical Garden,Remnant,36,B,1,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,37,Y,1,HIGH,December,1,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,1
DB,4,Desert Botanical Garden,Remnant,37,Y,1,HIGH,December,1,81,Curculionidae #6,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,na,Apion,h,na,0.96203,1
DB,4,Desert Botanical Garden,Remnant,37,Y,1,HIGH,December,1,83,Delphacidae #1,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,na,Stobaera,h,na,75.13398,1
DB,4,Desert Botanical Garden,Remnant,37,Y,1,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,5
DB,4,Desert Botanical Garden,Remnant,38,Y,1,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,39,P,0,HIGH,December,1,188,Salticidae #3,Araneae,na,Salticoidea,Salticidae,na,Metaphidippus,p,na,31.03702,1
DB,4,Desert Botanical Garden,Remnant,40,R,1,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,41,B,1,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,42,P,0,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,43,O,0,LOW,December,1,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,1
DB,4,Desert Botanical Garden,Remnant,44,R,1,LOW,December,1,84,Dictynidae,Araneae,Araneomorphae,Dictynoidea,Dictynidae,na,Dictyna,p,na,20.41618,1
DB,4,Desert Botanical Garden,Remnant,45,P,0,HIGH,December,1,218,Thyreocoridae #1,Hemiptera,Heteroptera,na,Thyreocoridae,na,Corimelaena,h,na,25.63791,1
DB,4,Desert Botanical Garden,Remnant,45,P,0,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
DB,4,Desert Botanical Garden,Remnant,46,G,0,MEDIUM,December,1,188,Salticidae #3,Araneae,na,Salticoidea,Salticidae,na,Metaphidippus,p,na,31.03702,1
DB,4,Desert Botanical Garden,Remnant,46,G,0,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,47,Y,1,HIGH,December,1,52,Cicadellidae #8,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Deltocephalus ,h,na,11.75258,1
DB,4,Desert Botanical Garden,Remnant,47,Y,1,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,48,R,1,LOW,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,49,B,1,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,50,P,0,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,5
DB,4,Desert Botanical Garden,Remnant,51,O,0,LOW,December,1,35,Chrysomelidae #1,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,na,Microrhopala,h,na,8.30945,1
DB,4,Desert Botanical Garden,Remnant,52,G,0,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,53,O,0,LOW,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,54,O,0,LOW,December,1,103,Formicidae #8b,Hymenoptera,Apocrita,Vespoidea,Formicidae,na,Forelius pruinosus ,omni,na,10.58145,9
DB,4,Desert Botanical Garden,Remnant,54,O,0,LOW,December,1,185,Salticidae,Araneae,na,Salticoidea,Salticidae,na,na,p,na,6.56981,1
DB,4,Desert Botanical Garden,Remnant,55,P,0,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,56,Y,1,HIGH,December,1,103,Formicidae #8b,Hymenoptera,Apocrita,Vespoidea,Formicidae,na,Forelius pruinosus ,omni,na,10.58145,1
DB,4,Desert Botanical Garden,Remnant,57,G,0,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
DB,4,Desert Botanical Garden,Remnant,58,G,0,MEDIUM,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,6
DB,4,Desert Botanical Garden,Remnant,59,Y,1,HIGH,December,1,35,Chrysomelidae #1,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,na,Microrhopala,h,na,8.30945,1
DB,4,Desert Botanical Garden,Remnant,59,Y,1,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
DB,4,Desert Botanical Garden,Remnant,60,G,0,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,1,G,0,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,2,O,0,LOW,December,1,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,na,Rhinacloa,h,na,6.24103,3
EX,3,Excelencia School,Urban,3,O,0,LOW,December,1,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,na,Rhinacloa,h,na,6.24103,4
EX,3,Excelencia School,Urban,4,Y,1,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,5,Y,1,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,6,Y,1,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,7,B,1,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,8,O,0,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,9,O,0,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,10,R,1,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,11,P,0,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,12,R,1,LOW,December,1,32,Chironomidae,Diptera,Nematocera,Chironomoidea,Chironomidae,na,na,omni,na,0.88965,1
EX,3,Excelencia School,Urban,13,P,0,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,14,G,0,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,15,B,1,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,16,Y,1,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,17,B,1,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,18,B,1,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,19,B,1,MEDIUM,December,1,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,na,Rhinacloa,h,na,6.24103,1
EX,3,Excelencia School,Urban,20,G,0,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,21,O,0,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,22,B,1,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,23,O,0,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,24,Y,1,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,25,G,0,MEDIUM,December,1,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,na,Rhinacloa,h,na,6.24103,1
EX,3,Excelencia School,Urban,26,G,0,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,27,P,0,HIGH,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
EX,3,Excelencia School,Urban,28,B,1,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,29,Y,1,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,30,O,0,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,31,R,1,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,32,P,0,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,33,G,0,MEDIUM,December,1,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,na,Rhinacloa,h,na,6.24103,1
EX,3,Excelencia School,Urban,34,P,0,HIGH,December,1,214,Thomisidae #1,Araneae,na,Thomisoidea,Thomisidae,na,Misumenops,p,na,30.06868,1
EX,3,Excelencia School,Urban,35,P,0,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,36,R,1,LOW,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,1
EX,3,Excelencia School,Urban,37,R,1,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,38,O,0,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,39,B,1,MEDIUM,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,40,O,0,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,41,P,0,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,42,R,1,LOW,December,1,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,h,na,5.55993,2
EX,3,Excelencia School,Urban,43,O,0,LOW,December,1,227,None,na,na,na,na,na,na,na,na,na,0
EX,3,Excelencia School,Urban,44,Y,1,HIGH,December,1,227,None,na,na,na,na,na,na,na,na,na,0
